name,name_ESPN,odds,line,home,away,bet_type,id,changed_date
"Allen, Grayson",GraysonAllen,1.89,10.5,mil,wsh,PTS,3054890241,2022-02-01T04:27:23Z
"Middleton, Khris",KhrisMiddleton,1.76,19.5,mil,wsh,PTS,3054890243,2022-02-01T20:15:52Z
"Portis, Bobby",BobbyPortis,1.98,13.5,mil,wsh,PTS,3054890247,2022-02-01T04:27:23Z
"Antetokounmpo, Giannis",GiannisAntetokounmpo,1.8,47.5,mil,wsh,ARP,3054890293,2022-02-01T04:38:06Z
"Holiday, Jrue",JrueHoliday,1.98,30.5,mil,wsh,ARP,3054890295,2022-02-01T04:38:06Z
"Kuzma, Kyle",KyleKuzma,1.89,33.5,mil,wsh,ARP,3054890297,2022-02-01T04:38:07Z
"Caldwell-Pope, Kentavious",KentaviousCaldwell-Pope,1.98,18.5,mil,wsh,ARP,3054890299,2022-02-01T04:38:07Z
"Allen, Grayson",GraysonAllen,1.8,15.5,mil,wsh,ARP,3054890301,2022-02-01T22:11:12Z
"Middleton, Khris",KhrisMiddleton,1.8,30.5,mil,wsh,ARP,3054890303,2022-02-01T21:56:46Z
"Dinwiddie, Spencer",SpencerDinwiddie,2.0,29.5,mil,wsh,ARP,3054890305,2022-02-01T21:56:21Z
"Portis, Bobby",BobbyPortis,1.98,23.5,mil,wsh,ARP,3054890307,2022-02-01T04:38:07Z
"Bryant, Thomas",ThomasBryant,1.89,10.5,mil,wsh,PTS,3055235484,2022-02-01T17:13:52Z
"Bryant, Thomas",ThomasBryant,1.89,16.5,mil,wsh,ARP,3055235518,2022-02-01T17:14:47Z
"Dinwiddie, Spencer",SpencerDinwiddie,1.95,17.5,mil,wsh,PTS,3055277684,2022-02-01T18:56:07Z
"Barton, Will",WillBarton,1.96,16.5,min,den,PTS,3055355661,2022-02-01T21:52:25Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.82,24.5,min,den,PTS,3055355663,2022-02-01T21:52:26Z
"Edwards, Anthony",AnthonyEdwards,1.92,23.5,min,den,PTS,3055355665,2022-02-01T21:52:26Z
"Gordon, Aaron",AaronGordon,1.89,16.5,min,den,PTS,3055355667,2022-02-01T21:52:26Z
"McDaniels, Jaden",JadenMcDaniels,1.75,9.5,min,den,PTS,3055355669,2022-02-01T21:52:26Z
"Beverley, Patrick",PatrickBeverley,1.79,8.5,min,den,PTS,3055355671,2022-02-01T21:52:26Z
"Vanderbilt, Jarred",JarredVanderbilt,1.75,7.5,min,den,PTS,3055355673,2022-02-01T21:52:27Z
"Morris, Monte",MonteMorris,1.79,13.5,min,den,PTS,3055355675,2022-02-01T21:52:27Z
"Barton, Will",WillBarton,1.9,27.5,min,den,ARP,3055355778,2022-02-01T22:18:44Z
"Towns, Karl-Anthony",Karl-AnthonyTowns,1.92,38.5,min,den,ARP,3055355780,2022-02-01T22:18:44Z
"Edwards, Anthony",AnthonyEdwards,1.89,32.5,min,den,ARP,3055355782,2022-02-01T22:18:44Z
"Gordon, Aaron",AaronGordon,1.88,26.5,min,den,ARP,3055355784,2022-02-01T22:18:44Z
"McDaniels, Jaden",JadenMcDaniels,1.96,15.5,min,den,ARP,3055355786,2022-02-01T22:18:44Z
"Vanderbilt, Jarred",JarredVanderbilt,1.96,19.5,min,den,ARP,3055355788,2022-02-01T22:18:44Z
"Morris, Monte",MonteMorris,1.96,22.5,min,den,ARP,3055355790,2022-02-01T22:18:44Z
"Bamba, Mo",MoBamba,1.78,9.5,chi,orl,PTS,3054872468,2022-02-01T04:41:51Z
"Suggs, Jalen",JalenSuggs,1.97,14.5,chi,orl,PTS,3054872470,2022-02-01T22:18:08Z
"Vucevic, Nikola",NikolaVucevic,1.98,19.5,chi,orl,PTS,3054872472,2022-02-01T04:41:51Z
"LaVine, Zach",ZachLaVine,1.89,24.5,chi,orl,PTS,3054872474,2022-02-01T04:41:51Z
"Wagner, Franz",FranzWagner,1.8,15.5,chi,orl,PTS,3054872476,2022-02-01T04:41:51Z
"Carter Jr., Wendell",WendellCarter Jr.,1.98,14.5,chi,orl,PTS,3054872478,2022-02-01T04:41:52Z
"Anthony, Cole",ColeAnthony,2.0,16.5,chi,orl,PTS,3054872480,2022-02-01T04:41:52Z
"DeRozan, DeMar",DeMarDeRozan,1.8,25.5,chi,orl,PTS,3054872482,2022-02-01T17:09:22Z
"Bamba, Mo",MoBamba,1.8,17.5,chi,orl,ARP,3054872972,2022-02-01T04:55:32Z
"Suggs, Jalen",JalenSuggs,1.89,23.5,chi,orl,ARP,3054872974,2022-02-01T04:55:32Z
"Vucevic, Nikola",NikolaVucevic,1.89,35.5,chi,orl,ARP,3054872976,2022-02-01T04:55:32Z
"LaVine, Zach",ZachLaVine,1.89,34.5,chi,orl,ARP,3054872978,2022-02-01T04:55:32Z
"Wagner, Franz",FranzWagner,1.8,23.5,chi,orl,ARP,3054872980,2022-02-01T04:55:32Z
"Carter Jr., Wendell",WendellCarter Jr.,1.89,26.5,chi,orl,ARP,3054872982,2022-02-01T04:55:32Z
"Anthony, Cole",ColeAnthony,1.98,27.5,chi,orl,ARP,3054872984,2022-02-01T04:55:32Z
"DeRozan, DeMar",DeMarDeRozan,1.8,36.5,chi,orl,ARP,3054872986,2022-02-01T04:55:32Z
"Dosunmu, Ayo",AyoDosunmu,1.79,9.5,chi,orl,PTS,3055216171,2022-02-01T17:10:09Z
"Green, Javonte",JavonteGreen,2.0,7.5,chi,orl,PTS,3055216173,2022-02-01T17:10:10Z
"Dosunmu, Ayo",AyoDosunmu,1.89,18.5,chi,orl,ARP,3055216191,2022-02-01T17:12:10Z
"Green, Javonte",JavonteGreen,1.89,12.5,chi,orl,ARP,3055216193,2022-02-01T17:12:10Z
"Poeltl, J.",J.Poeltl,1.95,12.5,sa,gs,PTS,3055220619,2022-02-01T20:17:41Z
"Murray, Dejounte",DejounteMurray,1.89,20.5,sa,gs,PTS,3055220623,2022-02-01T20:18:02Z
"McDermott, Doug",DougMcDermott,1.89,11.5,sa,gs,PTS,3055220633,2022-02-01T16:48:58Z
"Poeltl, J.",J.Poeltl,1.89,24.5,sa,gs,ARP,3055220797,2022-02-01T16:53:06Z
"Looney, Kevon",KevonLooney,1.89,21.5,sa,gs,ARP,3055324139,2022-02-01T20:13:43Z
"Vassell, Devin",DevinVassell,1.96,14.5,sa,gs,ARP,3055324141,2022-02-01T20:13:43Z
"Murray, Dejounte",DejounteMurray,1.95,37.5,sa,gs,ARP,3055324143,2022-02-01T20:13:43Z
"Walker, Lonnie",LonnieWalker,1.89,14.5,sa,gs,ARP,3055324145,2022-02-01T20:13:43Z
"Poole, Jordan",JordanPoole,1.89,29.5,sa,gs,ARP,3055324147,2022-02-01T20:13:43Z
"White, Derrick",DerrickWhite,1.83,24.5,sa,gs,ARP,3055324149,2022-02-01T20:13:43Z
"Johnson, Keldon",KeldonJohnson,1.81,23.5,sa,gs,ARP,3055324151,2022-02-01T20:13:43Z
"McDermott, Doug",DougMcDermott,1.85,15.5,sa,gs,ARP,3055324153,2022-02-01T20:13:44Z
"Looney, Kevon",KevonLooney,1.95,8.5,sa,gs,PTS,3055324281,2022-02-01T20:19:55Z
"Vassell, Devin",DevinVassell,2.0,10.5,sa,gs,PTS,3055324283,2022-02-01T20:19:56Z
"Walker, Lonnie",LonnieWalker,1.89,10.5,sa,gs,PTS,3055324285,2022-02-01T20:19:56Z
"Poole, Jordan",JordanPoole,1.76,20.5,sa,gs,PTS,3055324287,2022-02-01T20:59:39Z
"White, Derrick",DerrickWhite,1.9,15.5,sa,gs,PTS,3055324289,2022-02-01T20:19:56Z
"Johnson, Keldon",KeldonJohnson,1.95,15.5,sa,gs,PTS,3055324291,2022-02-01T20:19:56Z
"Edwards, Kessler",KesslerEdwards,1.89,8.5,phx,bkn,PTS,3055236892,2022-02-01T18:05:19Z
"Mills, Patty",PattyMills,1.89,13.5,phx,bkn,PTS,3055236894,2022-02-01T18:05:19Z
"Harden, James",JamesHarden,2.13,26.5,phx,bkn,PTS,3055236896,2022-02-01T20:16:19Z
"Claxton, Nicolas",NicolasClaxton,1.89,8.5,phx,bkn,PTS,3055236898,2022-02-01T18:05:19Z
"Irving, Kyrie",KyrieIrving,1.95,25.5,phx,bkn,PTS,3055236900,2022-02-01T18:05:19Z
"Edwards, Kessler",KesslerEdwards,1.85,14.5,phx,bkn,ARP,3055237125,2022-02-01T18:14:33Z
"Mills, Patty",PattyMills,1.85,17.5,phx,bkn,ARP,3055237127,2022-02-01T18:14:33Z
"Harden, James",JamesHarden,1.89,44.5,phx,bkn,ARP,3055237129,2022-02-01T18:14:33Z
"Claxton, Nicolas",NicolasClaxton,1.85,15.5,phx,bkn,ARP,3055237131,2022-02-01T18:14:33Z
"Irving, Kyrie",KyrieIrving,1.83,34.5,phx,bkn,ARP,3055237133,2022-02-01T18:14:33Z
"Maxey, Tyrese",TyreseMaxey,1.79,16.5,phi,wsh,PTS,3055655210,2022-02-02T15:54:39Z
"Thybulle, Matisse",MatisseThybulle,2.0,6.5,phi,wsh,PTS,3055655212,2022-02-02T15:54:39Z
"Embiid, Joel",JoelEmbiid,1.89,32.5,phi,wsh,PTS,3055655214,2022-02-02T15:54:39Z
"Curry, Seth",SethCurry,1.89,14.5,phi,wsh,PTS,3055655216,2022-02-02T15:54:40Z
"Harris, Tobias",TobiasHarris,1.89,19.5,phi,wsh,PTS,3055655218,2022-02-02T15:54:40Z
"Maxey, Tyrese",TyreseMaxey,1.89,26.5,phi,wsh,ARP,3055655236,2022-02-02T15:56:50Z
"Thybulle, Matisse",MatisseThybulle,1.89,10.5,phi,wsh,ARP,3055655238,2022-02-02T15:56:50Z
"Embiid, Joel",JoelEmbiid,1.89,48.5,phi,wsh,ARP,3055655240,2022-02-02T15:56:50Z
"Curry, Seth",SethCurry,1.89,22.5,phi,wsh,ARP,3055655242,2022-02-02T15:56:50Z
"Harris, Tobias",TobiasHarris,1.89,30.5,phi,wsh,ARP,3055655244,2022-02-02T15:56:51Z
"Wagner, Franz",FranzWagner,1.89,16.5,ind,orl,PTS,3055655298,2022-02-02T15:58:23Z
"Carter Jr., Wendell",WendellCarter Jr.,1.79,14.5,ind,orl,PTS,3055655300,2022-02-02T15:58:23Z
"Anthony, Cole",ColeAnthony,1.89,18.5,ind,orl,PTS,3055655302,2022-02-02T15:58:23Z
"Wagner, Franz",FranzWagner,1.89,24.5,ind,orl,ARP,3055655371,2022-02-02T16:01:28Z
"Carter Jr., Wendell",WendellCarter Jr.,1.89,28.5,ind,orl,ARP,3055655386,2022-02-02T16:01:29Z
"Anthony, Cole",ColeAnthony,1.89,29.5,ind,orl,ARP,3055655397,2022-02-02T16:01:29Z
"Craig, Torrey",TorreyCraig,1.79,8.5,ind,orl,PTS,3055688452,2022-02-02T16:42:03Z
"Holiday, Justin",JustinHoliday,1.79,12.5,ind,orl,PTS,3055688454,2022-02-02T16:42:03Z
"Bamba, Mo",MoBamba,1.79,9.5,ind,orl,PTS,3055688456,2022-02-02T16:42:03Z
"LeVert, C.",C.LeVert,1.79,21.5,ind,orl,PTS,3055688458,2022-02-02T16:42:03Z
"Suggs, Jalen",JalenSuggs,1.79,13.5,ind,orl,PTS,3055688460,2022-02-02T16:42:03Z
"Duarte, Chris",ChrisDuarte,1.89,14.5,ind,orl,PTS,3055688462,2022-02-02T16:42:03Z
"Craig, Torrey",TorreyCraig,1.89,15.5,ind,orl,ARP,3055688709,2022-02-02T16:44:48Z
"Holiday, Justin",JustinHoliday,1.89,19.5,ind,orl,ARP,3055688711,2022-02-02T16:44:48Z
"Bamba, Mo",MoBamba,1.89,18.5,ind,orl,ARP,3055688713,2022-02-02T16:44:49Z
"LeVert, C.",C.LeVert,1.89,34.5,ind,orl,ARP,3055688715,2022-02-02T16:44:49Z
"Suggs, Jalen",JalenSuggs,1.89,22.5,ind,orl,ARP,3055688717,2022-02-02T16:44:49Z
"Duarte, Chris",ChrisDuarte,1.89,22.5,ind,orl,ARP,3055688719,2022-02-02T16:44:49Z
"Brown, J.",J.Brown,1.98,25.5,bos,cha,PTS,3055543052,2022-02-02T11:35:54Z
"Horford, Al",AlHorford,1.89,9.5,bos,cha,PTS,3055543054,2022-02-02T11:35:54Z
"Williams, Robert",RobertWilliams,1.89,10.5,bos,cha,PTS,3055543056,2022-02-02T11:35:54Z
"Bridges, Miles",MilesBridges,1.89,20.5,bos,cha,PTS,3055543058,2022-02-02T11:35:54Z
"Tatum, Jayson",JaysonTatum,1.89,27.5,bos,cha,PTS,3055543060,2022-02-02T11:35:54Z
"Smart, Marcus",MarcusSmart,1.92,11.5,bos,cha,PTS,3055543062,2022-02-02T11:35:54Z
"Rozier, Terry",TerryRozier,1.96,19.5,bos,cha,PTS,3055543064,2022-02-02T11:35:54Z
"Ball, LaMelo",LaMeloBall,1.92,20.5,bos,cha,PTS,3055543066,2022-02-02T11:35:55Z
"Brown, J.",J.Brown,1.86,35.5,bos,cha,ARP,3055543123,2022-02-02T11:38:16Z
"Plumlee, Mason",MasonPlumlee,1.89,17.5,bos,cha,ARP,3055543125,2022-02-02T11:38:16Z
"Horford, Al",AlHorford,1.89,19.5,bos,cha,ARP,3055543127,2022-02-02T11:38:16Z
"Williams, Robert",RobertWilliams,1.81,24.5,bos,cha,ARP,3055543129,2022-02-02T11:38:17Z
"Bridges, Miles",MilesBridges,1.92,30.5,bos,cha,ARP,3055543131,2022-02-02T11:38:17Z
"Tatum, Jayson",JaysonTatum,2.0,40.5,bos,cha,ARP,3055543133,2022-02-02T11:56:40Z
"Smart, Marcus",MarcusSmart,1.89,20.5,bos,cha,ARP,3055543135,2022-02-02T11:38:17Z
"Rozier, Terry",TerryRozier,1.84,27.5,bos,cha,ARP,3055543137,2022-02-02T11:38:17Z
"Ball, LaMelo",LaMeloBall,1.84,34.5,bos,cha,ARP,3055543139,2022-02-02T11:38:17Z
"Walker, Kemba",KembaWalker,1.96,10.5,ny,mem,PTS,3055535394,2022-02-02T11:16:40Z
"Jackson Jr., Jaren",JarenJackson Jr.,1.92,15.5,ny,mem,PTS,3055535396,2022-02-02T11:16:40Z
"Bane, Desmond",DesmondBane,1.89,18.5,ny,mem,PTS,3055535398,2022-02-02T11:16:40Z
"Randle, Julius",JuliusRandle,1.82,17.5,ny,mem,PTS,3055535400,2022-02-02T11:16:40Z
"Robinson, Mitchell",MitchellRobinson,1.96,8.5,ny,mem,PTS,3055535402,2022-02-02T11:16:40Z
"Williams, Ziaire",ZiaireWilliams,1.89,8.5,ny,mem,PTS,3055535404,2022-02-02T11:16:40Z
"Barrett, RJ",RJBarrett,1.96,19.5,ny,mem,PTS,3055535406,2022-02-02T11:16:40Z
"Morant, Ja",JaMorant,1.84,27.5,ny,mem,PTS,3055535408,2022-02-02T13:40:09Z
"Fournier, Evan",EvanFournier,1.89,13.5,ny,mem,PTS,3055535410,2022-02-02T11:16:41Z
"Walker, Kemba",KembaWalker,1.89,16.5,ny,mem,ARP,3055535432,2022-02-02T11:19:12Z
"Jackson Jr., Jaren",JarenJackson Jr.,1.84,22.5,ny,mem,ARP,3055535434,2022-02-02T11:19:12Z
"Bane, Desmond",DesmondBane,1.89,25.5,ny,mem,ARP,3055535436,2022-02-02T11:19:12Z
"Randle, Julius",JuliusRandle,1.84,32.5,ny,mem,ARP,3055535438,2022-02-02T11:19:12Z
"Robinson, Mitchell",MitchellRobinson,1.94,17.5,ny,mem,ARP,3055535440,2022-02-02T11:19:12Z
"Williams, Ziaire",ZiaireWilliams,1.94,12.5,ny,mem,ARP,3055535442,2022-02-02T11:19:12Z
"Barrett, RJ",RJBarrett,1.96,28.5,ny,mem,ARP,3055535444,2022-02-02T11:19:12Z
"Morant, Ja",JaMorant,1.89,40.5,ny,mem,ARP,3055535446,2022-02-02T11:19:12Z
"Fournier, Evan",EvanFournier,1.89,18.5,ny,mem,ARP,3055535448,2022-02-02T11:19:13Z
"Gordon, Eric",EricGordon,1.89,13.5,hou,cle,PTS,3055629594,2022-02-02T14:04:52Z
"Allen, Jarrett",JarrettAllen,2.0,17.5,hou,cle,PTS,3055629596,2022-02-02T14:04:52Z
"Wood, Christian",ChristianWood,1.89,18.5,hou,cle,PTS,3055629598,2022-02-02T14:04:52Z
"Mobley, Evan",EvanMobley,1.79,17.5,hou,cle,PTS,3055629600,2022-02-02T14:04:52Z
"Green, Jalen",JalenGreen,2.0,13.5,hou,cle,PTS,3055629602,2022-02-02T14:04:53Z
"Porter Jr., Kevin",KevinPorter Jr.,2.0,15.5,hou,cle,PTS,3055629604,2022-02-02T14:04:53Z
"Tate, JaeSean",JaeSeanTate,1.89,12.5,hou,cle,PTS,3055629606,2022-02-02T14:04:53Z
"Okoro, Isaac",IsaacOkoro,2.0,11.5,hou,cle,PTS,3055629608,2022-02-02T14:04:53Z
"Gordon, Eric",EricGordon,1.89,18.5,hou,cle,ARP,3055629745,2022-02-02T14:07:55Z
"Allen, Jarrett",JarrettAllen,1.79,30.5,hou,cle,ARP,3055629747,2022-02-02T14:07:56Z
"Wood, Christian",ChristianWood,1.89,31.5,hou,cle,ARP,3055629749,2022-02-02T14:07:56Z
"Mobley, Evan",EvanMobley,1.89,29.5,hou,cle,ARP,3055629751,2022-02-02T14:07:56Z
"Green, Jalen",JalenGreen,2.0,18.5,hou,cle,ARP,3055629753,2022-02-02T14:07:56Z
"Porter Jr., Kevin",KevinPorter Jr.,1.89,25.5,hou,cle,ARP,3055629755,2022-02-02T14:07:56Z
"Tate, JaeSean",JaeSeanTate,1.89,20.5,hou,cle,ARP,3055629757,2022-02-02T14:07:56Z
"Okoro, Isaac",IsaacOkoro,1.89,16.5,hou,cle,ARP,3055629759,2022-02-02T14:07:56Z
"Brunson, Jalen",JalenBrunson,2.0,16.5,dal,okc,PTS,3055642556,2022-02-02T14:28:30Z
"Kleber, Maxi",MaxiKleber,1.79,8.5,dal,okc,PTS,3055642558,2022-02-02T14:28:30Z
"Dort, Luguentz",LuguentzDort,1.89,17.5,dal,okc,PTS,3055642560,2022-02-02T14:28:31Z
"Finney-Smith, Dorian",DorianFinney-Smith,2.0,11.5,dal,okc,PTS,3055642562,2022-02-02T14:28:31Z
"Doncic, Luka",LukaDoncic,1.81,28.5,dal,okc,PTS,3055642564,2022-02-02T15:55:08Z
"Giddey, Josh",JoshGiddey,1.89,14.5,dal,okc,PTS,3055642566,2022-02-02T14:28:31Z
"Brunson, Jalen",JalenBrunson,1.89,26.5,dal,okc,ARP,3055642702,2022-02-02T14:31:16Z
"Kleber, Maxi",MaxiKleber,1.79,16.5,dal,okc,ARP,3055642704,2022-02-02T14:31:16Z
"Dort, Luguentz",LuguentzDort,1.89,23.5,dal,okc,ARP,3055642706,2022-02-02T14:31:17Z
"Finney-Smith, Dorian",DorianFinney-Smith,1.89,18.5,dal,okc,ARP,3055642708,2022-02-02T14:31:17Z
"Doncic, Luka",LukaDoncic,1.89,48.5,dal,okc,ARP,3055642710,2022-02-02T14:31:17Z
"Giddey, Josh",JoshGiddey,1.89,29.5,dal,okc,ARP,3055642712,2022-02-02T14:31:17Z
"Conley, Mike",MikeConley,2.0,16.5,utah,den,PTS,3055697750,2022-02-02T16:59:13Z
"O'Neale, Royce",RoyceO'Neale,2.0,7.5,utah,den,PTS,3055697752,2022-02-02T16:59:13Z
"Green, Jeff",JeffGreen,1.89,9.5,utah,den,PTS,3055697754,2022-02-02T16:59:13Z
"Jokic, Nikola",NikolaJokic,2.0,26.5,utah,den,PTS,3055697756,2022-02-02T16:59:13Z
"Barton, Will",WillBarton,1.79,14.5,utah,den,PTS,3055697758,2022-02-02T16:59:13Z
"Gordon, Aaron",AaronGordon,1.79,14.5,utah,den,PTS,3055697760,2022-02-02T16:59:13Z
"Bogdanović, Bojan",BojanBogdanović,1.89,20.5,utah,den,PTS,3055697762,2022-02-02T16:59:14Z
"Morris, Monte",MonteMorris,1.89,12.5,utah,den,PTS,3055697764,2022-02-02T16:59:14Z
"Conley, Mike",MikeConley,1.89,27.5,utah,den,ARP,3055698055,2022-02-02T17:02:24Z
"O'Neale, Royce",RoyceO'Neale,2.0,16.5,utah,den,ARP,3055698059,2022-02-02T17:02:24Z
"Green, Jeff",JeffGreen,1.89,13.5,utah,den,ARP,3055698075,2022-02-02T17:02:24Z
"Jokic, Nikola",NikolaJokic,1.89,49.5,utah,den,ARP,3055698093,2022-02-02T17:02:24Z
"Barton, Will",WillBarton,1.89,23.5,utah,den,ARP,3055698110,2022-02-02T17:02:24Z
"Gordon, Aaron",AaronGordon,1.79,22.5,utah,den,ARP,3055698131,2022-02-02T17:02:24Z
"Bogdanović, Bojan",BojanBogdanović,1.79,27.5,utah,den,ARP,3055698149,2022-02-02T17:02:24Z
"Morris, Monte",MonteMorris,1.89,19.5,utah,den,ARP,3055698167,2022-02-02T17:02:24Z
"Covington, Robert",RobertCovington,1.79,8.5,lal,por,PTS,3055621023,2022-02-02T14:38:11Z
"Simons, Anfernee",AnferneeSimons,1.89,18.5,lal,por,PTS,3055621025,2022-02-02T14:38:11Z
"Nurkic, Jusuf",JusufNurkic,1.89,16.5,lal,por,PTS,3055621027,2022-02-02T14:38:12Z
"McCollum, CJ",CJMcCollum,1.72,21.5,lal,por,PTS,3055621029,2022-02-02T14:38:12Z
"Powell, Norman",NormanPowell,1.89,18.5,lal,por,PTS,3055621031,2022-02-02T14:38:12Z
"Covington, Robert",RobertCovington,1.79,16.5,lal,por,ARP,3055621055,2022-02-02T14:40:19Z
"Simons, Anfernee",AnferneeSimons,1.89,27.5,lal,por,ARP,3055621057,2022-02-02T14:40:19Z
"Nurkic, Jusuf",JusufNurkic,1.89,31.5,lal,por,ARP,3055621059,2022-02-02T14:40:19Z
"McCollum, CJ",CJMcCollum,1.79,30.5,lal,por,ARP,3055621061,2022-02-02T14:40:19Z
"Powell, Norman",NormanPowell,1.79,24.5,lal,por,ARP,3055621063,2022-02-02T14:40:19Z
"Kuzma, Kyle",KyleKuzma,1.89,19.5,phi,wsh,PTS,3055709158,2022-02-02T17:06:37Z
"Caldwell-Pope, Kentavious",KentaviousCaldwell-Pope,1.93,12.5,phi,wsh,PTS,3055709160,2022-02-02T17:06:38Z
"Dinwiddie, Spencer",SpencerDinwiddie,1.79,14.5,phi,wsh,PTS,3055709182,2022-02-02T19:16:12Z
"Kuzma, Kyle",KyleKuzma,1.85,31.5,phi,wsh,ARP,3055709544,2022-02-02T17:14:29Z
"Caldwell-Pope, Kentavious",KentaviousCaldwell-Pope,1.85,17.5,phi,wsh,ARP,3055709546,2022-02-02T17:14:29Z
"Dinwiddie, Spencer",SpencerDinwiddie,1.93,25.5,phi,wsh,ARP,3055709548,2022-02-02T17:14:29Z
"Brown, J.",J.Brown,1.9,25.5,bos,cha,PTS,3055543052,2022-02-02T21:54:47Z
"Horford, Al",AlHorford,1.93,9.5,bos,cha,PTS,3055543054,2022-02-02T21:12:40Z
"Rozier, Terry",TerryRozier,1.91,27.5,bos,cha,ARP,3055543137,2022-02-02T20:12:37Z
"Plumlee, Mason",MasonPlumlee,1.79,6.5,bos,cha,PTS,3055710659,2022-02-02T17:35:19Z
"Martin, Cody",CodyMartin,1.89,8.5,bos,cha,PTS,3055710661,2022-02-02T17:35:19Z
"Martin, Cody",CodyMartin,1.89,15.5,bos,cha,ARP,3055710741,2022-02-02T17:36:47Z
"Bane, Desmond",DesmondBane,1.76,18.5,ny,mem,PTS,3055535398,2022-02-02T19:03:41Z
"Morant, Ja",JaMorant,1.76,27.5,ny,mem,PTS,3055535408,2022-02-02T21:48:31Z
"Fournier, Evan",EvanFournier,1.85,13.5,ny,mem,PTS,3055535410,2022-02-02T20:07:46Z
"Porter Jr., Kevin",KevinPorter Jr.,1.76,15.5,hou,cle,PTS,3055629604,2022-02-02T21:49:07Z
"Porter Jr., Kevin",KevinPorter Jr.,2.05,25.5,hou,cle,ARP,3055629755,2022-02-02T19:01:47Z
"Wade, Dean",DeanWade,2.09,7.5,hou,cle,PTS,3055711664,2022-02-02T18:00:25Z
"Giddey, Josh",JoshGiddey,1.95,14.5,dal,okc,PTS,3055642566,2022-02-02T21:42:59Z
"Brunson, Jalen",JalenBrunson,1.85,26.5,dal,okc,ARP,3055642702,2022-02-02T20:39:17Z
"Powell, Dwight",DwightPowell,1.79,8.5,dal,okc,PTS,3055692739,2022-02-02T17:34:35Z
"Mann, Tre",TreMann,1.93,10.5,dal,okc,PTS,3055692741,2022-02-02T17:34:35Z
"Wiggins, Aaron",AaronWiggins,2.09,9.5,dal,okc,PTS,3055692743,2022-02-02T18:05:20Z
"Powell, Dwight",DwightPowell,1.95,15.5,dal,okc,ARP,3055692834,2022-02-02T17:40:40Z
"Mann, Tre",TreMann,1.89,14.5,dal,okc,ARP,3055692836,2022-02-02T17:40:41Z
"Wiggins, Aaron",AaronWiggins,1.83,14.5,dal,okc,ARP,3055692838,2022-02-02T17:40:41Z
"Edwards, Kessler",KesslerEdwards,2.0,9.5,sac,bkn,PTS,3055698805,2022-02-02T17:18:26Z
"Holmes, Richaun",RichaunHolmes,2.0,11.5,sac,bkn,PTS,3055698807,2022-02-02T17:18:27Z
"Mills, Patty",PattyMills,2.0,14.5,sac,bkn,PTS,3055698809,2022-02-02T17:18:27Z
"Harden, James",JamesHarden,1.89,26.5,sac,bkn,PTS,3055698811,2022-02-02T17:18:27Z
"Barnes, Harrison",HarrisonBarnes,1.89,16.5,sac,bkn,PTS,3055698813,2022-02-02T17:18:27Z
"Haliburton, Tyrese",TyreseHaliburton,1.89,17.5,sac,bkn,PTS,3055698815,2022-02-02T17:18:27Z
"Claxton, Nicolas",NicolasClaxton,1.79,8.5,sac,bkn,PTS,3055698817,2022-02-02T17:18:27Z
"Irving, Kyrie",KyrieIrving,1.89,26.5,sac,bkn,PTS,3055698819,2022-02-02T18:35:51Z
"Edwards, Kessler",KesslerEdwards,1.89,15.5,sac,bkn,ARP,3055698872,2022-02-02T17:21:53Z
"Holmes, Richaun",RichaunHolmes,1.89,20.5,sac,bkn,ARP,3055698874,2022-02-02T17:21:53Z
"Mills, Patty",PattyMills,1.89,18.5,sac,bkn,ARP,3055698876,2022-02-02T17:21:53Z
"Harden, James",JamesHarden,1.89,45.5,sac,bkn,ARP,3055698878,2022-02-02T17:21:53Z
"Barnes, Harrison",HarrisonBarnes,1.89,24.5,sac,bkn,ARP,3055698880,2022-02-02T17:21:53Z
"Haliburton, Tyrese",TyreseHaliburton,1.79,29.5,sac,bkn,ARP,3055698882,2022-02-02T17:21:53Z
"Claxton, Nicolas",NicolasClaxton,1.89,16.5,sac,bkn,ARP,3055698884,2022-02-02T17:21:54Z
"Irving, Kyrie",KyrieIrving,1.89,36.5,sac,bkn,ARP,3055698886,2022-02-02T17:21:54Z
"Simons, Anfernee",AnferneeSimons,1.85,18.5,lal,por,PTS,3055621025,2022-02-02T20:44:23Z
"McCollum, CJ",CJMcCollum,1.89,21.5,lal,por,PTS,3055621029,2022-02-02T20:22:02Z
"Simons, Anfernee",AnferneeSimons,1.71,27.5,lal,por,ARP,3055621057,2022-02-02T19:10:14Z
"Bradley, A.",A.Bradley,2.15,7.5,lal,por,PTS,3055717023,2022-02-02T19:38:10Z
"Johnson, Stanley",StanleyJohnson,2.0,7.5,lal,por,PTS,3055717025,2022-02-02T17:33:24Z
"Westbrook, Russell",RussellWestbrook,1.64,19.5,lal,por,PTS,3055717027,2022-02-02T18:58:14Z
"Davis, Anthony",AnthonyDavis,1.85,25.5,lal,por,PTS,3055717029,2022-02-02T20:37:02Z
"Bradley, A.",A.Bradley,1.88,10.5,lal,por,ARP,3055717116,2022-02-02T19:38:19Z
"Johnson, Stanley",StanleyJohnson,1.93,13.5,lal,por,ARP,3055717118,2022-02-02T17:36:36Z
"Westbrook, Russell",RussellWestbrook,1.8,37.5,lal,por,ARP,3055717120,2022-02-02T18:09:15Z
