,OPP,Result,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS,FGM,FGA,3PM,3PA,FTM,FTA,type,Date,season_id,player_id,player_name,team
5,POR,W93-91,36.0,58.8,0.0,66.7,8.0,1.0,3.0,0.0,2.0,5.0,22.0,10.0,17.0,0.0,2.0,2.0,3.0,away,2017-12-20,2017,2983,LaMarcusAldridge,bkn
6,LAC,W109-91,32.0,53.8,0.0,83.3,8.0,0.0,0.0,0.0,3.0,0.0,19.0,7.0,13.0,0.0,0.0,5.0,6.0,home,2017-12-18,2017,2983,LaMarcusAldridge,bkn
7,DAL,W98-96,34.0,50.0,0.0,100.0,14.0,1.0,1.0,0.0,1.0,2.0,22.0,9.0,18.0,0.0,0.0,4.0,4.0,home,2017-12-16,2017,2983,LaMarcusAldridge,bkn
8,HOU,L124-109,27.0,38.1,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,16.0,8.0,21.0,0.0,2.0,0.0,0.0,away,2017-12-15,2017,2983,LaMarcusAldridge,bkn
9,DAL,L95-89,38.0,39.1,0.0,83.3,13.0,2.0,0.0,0.0,0.0,3.0,23.0,9.0,23.0,0.0,1.0,5.0,6.0,away,2017-12-12,2017,2983,LaMarcusAldridge,bkn
10,PHX,W104-101,36.0,38.9,0.0,85.7,9.0,2.0,3.0,0.0,2.0,0.0,20.0,7.0,18.0,0.0,1.0,6.0,7.0,away,2017-12-09,2017,2983,LaMarcusAldridge,bkn
11,BOS,W105-102,35.0,55.0,50.0,100.0,10.0,1.0,0.0,0.0,4.0,2.0,27.0,11.0,20.0,1.0,2.0,4.0,4.0,home,2017-12-08,2017,2983,LaMarcusAldridge,bkn
12,MIA,W117-105,33.0,43.8,0.0,100.0,4.0,0.0,1.0,0.0,4.0,1.0,18.0,7.0,16.0,0.0,0.0,4.0,4.0,home,2017-12-06,2017,2983,LaMarcusAldridge,bkn
13,DET,W96-93,35.0,29.4,0.0,100.0,10.0,4.0,0.0,1.0,3.0,3.0,17.0,5.0,17.0,0.0,1.0,7.0,7.0,home,2017-12-04,2017,2983,LaMarcusAldridge,bkn
14,MEM,W95-79,32.0,41.2,60.0,83.3,6.0,1.0,0.0,0.0,2.0,1.0,22.0,7.0,17.0,3.0,5.0,5.0,6.0,away,2017-12-01,2017,2983,LaMarcusAldridge,bkn
0,MEM,W104-95,37.0,70.8,100.0,100.0,6.0,1.0,1.0,0.0,2.0,0.0,41.0,17.0,24.0,3.0,3.0,4.0,4.0,home,2017-11-29,2017,2983,LaMarcusAldridge,bkn
1,DAL,W115-108,38.0,68.4,0.0,100.0,10.0,3.0,3.0,2.0,3.0,0.0,33.0,13.0,19.0,0.0,0.0,7.0,7.0,home,2017-11-27,2017,2983,LaMarcusAldridge,bkn
2,CHA,W106-86,33.0,46.2,0.0,100.0,7.0,4.0,2.0,0.0,3.0,0.0,17.0,6.0,13.0,0.0,1.0,5.0,5.0,away,2017-11-25,2017,2983,LaMarcusAldridge,bkn
