,OPP,Result,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS,FGM,FGA,3PM,3PA,FTM,FTA,type,Date,season_id,player_id,player_name,team
2,SAC,W128-115,27.0,20.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,2.0,4.0,2.0,10.0,0.0,5.0,0.0,0.0,home,2021-02-21,2020,3415,D.J.Augustin,hou
3,OKC,W98-85,32.0,50.0,42.9,0.0,2.0,5.0,0.0,1.0,2.0,2.0,11.0,4.0,8.0,3.0,7.0,0.0,0.0,home,2021-02-19,2020,3415,D.J.Augustin,hou
4,TOR,L110-96,25.0,33.3,42.9,0.0,3.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,9.0,3.0,7.0,0.0,0.0,home,2021-02-18,2020,3415,D.J.Augustin,hou
5,TOR,L124-113,15.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,home,2021-02-16,2020,3415,D.J.Augustin,hou
6,OKC,L114-109,22.0,0.0,0.0,50.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,away,2021-02-14,2020,3415,D.J.Augustin,hou
7,UTAH,L129-115,30.0,28.6,25.0,77.8,1.0,3.0,1.0,2.0,4.0,0.0,12.0,2.0,7.0,1.0,4.0,7.0,9.0,away,2021-02-12,2020,3415,D.J.Augustin,hou
8,PHX,L125-124,18.0,22.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,9.0,2.0,4.0,0.0,0.0,away,2021-02-10,2020,3415,D.J.Augustin,hou
9,DEN,W125-112,21.0,33.3,20.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,5.0,2.0,6.0,1.0,5.0,0.0,0.0,away,2021-02-08,2020,3415,D.J.Augustin,hou
10,CLE,W124-99,17.0,60.0,33.3,100.0,1.0,3.0,0.0,2.0,1.0,1.0,9.0,3.0,5.0,1.0,3.0,2.0,2.0,away,2021-02-06,2020,3415,D.J.Augustin,hou
11,CLE,W123-105,18.0,20.0,33.3,100.0,2.0,3.0,0.0,0.0,3.0,1.0,7.0,1.0,5.0,1.0,3.0,4.0,4.0,away,2021-02-05,2020,3415,D.J.Augustin,hou
12,IND,W130-110,19.0,16.7,20.0,100.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,1.0,5.0,3.0,3.0,home,2021-02-03,2020,3415,D.J.Augustin,hou
13,POR,W134-106,18.0,57.1,66.7,50.0,5.0,6.0,0.0,1.0,0.0,1.0,13.0,4.0,7.0,4.0,6.0,1.0,2.0,home,2021-02-01,2020,3415,D.J.Augustin,hou
0,CHA,L126-114,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,away,2021-01-30,2020,3415,D.J.Augustin,hou
1,NO,L131-126,10.0,50.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,away,2021-01-29,2020,3415,D.J.Augustin,hou
2,TOR,W115-108,14.0,42.9,50.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,3.0,7.0,3.0,6.0,0.0,0.0,away,2021-01-27,2020,3415,D.J.Augustin,hou
3,ATL,W129-115,16.0,50.0,75.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,3.0,4.0,0.0,0.0,home,2021-01-24,2020,3415,D.J.Augustin,hou
4,LAL,L113-106,17.0,40.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,home,2021-01-21,2020,3415,D.J.Augustin,hou
5,BKN,L125-123,19.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,3.0,2.0,2.0,away,2021-01-18,2020,3415,D.J.Augustin,hou
6,DAL,W112-109,21.0,50.0,0.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,1.0,3.0,3.0,home,2021-01-15,2020,3415,D.J.Augustin,hou
7,DET,W110-101,21.0,50.0,66.7,0.0,1.0,4.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,2.0,3.0,0.0,0.0,away,2021-01-13,2020,3415,D.J.Augustin,hou
8,ORL,W121-99,21.0,33.3,33.3,100.0,0.0,4.0,0.0,2.0,0.0,2.0,8.0,2.0,6.0,1.0,3.0,3.0,3.0,away,2021-01-11,2020,3415,D.J.Augustin,hou
9,CLE,W100-90,20.0,28.6,25.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,1.0,4.0,0.0,0.0,home,2021-01-09,2020,3415,D.J.Augustin,hou
10,UTAH,L131-118,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,home,2021-01-08,2020,3415,D.J.Augustin,hou
11,DET,W130-115,22.0,50.0,50.0,100.0,4.0,6.0,0.0,1.0,2.0,1.0,8.0,2.0,4.0,2.0,4.0,2.0,2.0,home,2021-01-06,2020,3415,D.J.Augustin,hou
12,DET,W125-115,19.0,80.0,100.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,11.0,4.0,5.0,3.0,3.0,0.0,0.0,home,2021-01-04,2020,3415,D.J.Augustin,hou
13,CHI,W126-96,19.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,home,2021-01-01,2020,3415,D.J.Augustin,hou
0,MIA,L119-108,13.0,20.0,33.3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0,away,2020-12-30,2020,3415,D.J.Augustin,hou
1,MIA,W144-97,21.0,60.0,50.0,100.0,4.0,2.0,0.0,0.0,0.0,1.0,10.0,3.0,5.0,2.0,4.0,2.0,2.0,away,2020-12-29,2020,3415,D.J.Augustin,hou
2,NY,L130-110,14.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,4.0,2.0,2.0,away,2020-12-27,2020,3415,D.J.Augustin,hou
3,GS,W138-99,13.0,66.7,100.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,4.0,6.0,3.0,3.0,2.0,2.0,home,2020-12-25,2020,3415,D.J.Augustin,hou
0,DAL,L128-112,19.0,50.0,0.0,100.0,1.0,6.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,0.0,0.0,4.0,4.0,home,2020-12-14,2020,3415,D.J.Augustin,hou
1,DAL,L112-102,19.0,33.3,50.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,home,2020-12-12,2020,3415,D.J.Augustin,hou
0,MIL,L118-104,24.0,41.7,50.0,100.0,1.0,3.0,0.0,0.0,1.0,1.0,15.0,5.0,12.0,2.0,4.0,3.0,3.0,away,2020-08-29,2019,3415,D.J.Augustin,hou
2,MIL,L121-106,26.0,33.3,100.0,50.0,1.0,5.0,0.0,0.0,2.0,3.0,6.0,2.0,6.0,1.0,1.0,1.0,2.0,home,2020-08-24,2019,3415,D.J.Augustin,hou
